OBJECTID,COD_CICLOVIA,DESIGNACAO,NOME_PROJETO,HIERARQUIA,TIPOLOGIA,NIVEL_SEGREGACAO,TIPO_INTERVENCAO,SITUACAO,ANO,ENTIDADE_RESP,FREGUESIA,COMPRIMENTO,COMP_KM
147937,0059,Doca Pesca,Doca de Pedrouços,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Belém,284.7,0.28469556
147939,0162,Avenida do Colégio Militar,Parque Quinta da Granja Sul - Telheiras,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Carnide,927.14,0.92714481
147940,0003,Avenida Cidade de Praga,Avenida Cidade de Praga,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Carnide,293.34000000000003,0.29333967
147941,0529,Praça do Marquês de Pombal,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMU/DEP,Santo António,149.68,0.14967818
147942,0068,Avenida de Paris,Avenida de Paris,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Areeiro,133.57,0.13357448
147947,0285,Avenida Calouste Gulbenkian,Corredor Estruturante do Vale de Alcântara - Estação de Campolide-Avenida Calouste Gulbenkian,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Campolide,70.78,0.07078255
147954,0112,Rua Prof. Jorge da Silva Horta,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,177.79,0.17778573
147955,0112,Rua Prof. Jorge da Silva Horta,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,65.08,0.06507980000000001
147956,0112,Rua da Venezuela,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,8.53,0.00852984
147957,0112,Rua Jaime Brasil,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,62.38,0.06238068
147958,0112,Rua do Parque,Bairros 30+Bici - Bairro de Santa Cruz de Benfica,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Benfica,293.76,0.29376465
147964,0142,Rua Pardal Monteiro,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,10.19,0.01018814
147968,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,25.66,0.02565746
147972,0068,Avenida de Paris,Avenida de Paris,Principal,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2019,CML/DMM,Areeiro,156.9,0.15689842
147974,0129,Rua Prof. José Pinto Correia,Estrada do Desvio,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,8.71,0.0087077
147975,0129,Rua Prof. José Pinto Correia,Estrada do Desvio,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,88.94,0.08893543
147976,0129,Rua Prof. José Pinto Correia,Estrada do Desvio,Local,Faixa Ciclável,Faixa ciclável (separação visual),Definitiva,Executado,2024,CML/DMM; EMEL,Santa Clara,6.76,0.0067643600000000005
147977,0129,Rua Prof. José Pinto Correia,Estrada do Desvio,Local,Faixa Ciclável,Faixa ciclável (separação visual),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,3.4,0.00340404
147989,0295,Azinhaga das Galhardas,T11 - Telheiras - Campo Grande (Via Cidade Universitária),Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Lumiar,72.82000000000001,0.07282114
147993,0278,Praça de Espanha,Praça de Espanha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,Avenidas Novas,260.71,0.26071254
147999,0037,Rua Fernando Pessoa,Rua Fernando Pessoa,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,125.03,0.12503172
148001,0225,Rua Marquês de Fronteira,,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2015,CML/DMEVAE,Avenidas Novas,18.04,0.01804172
148006,0191,Quinta dos Alcoutins,Corredor Verde Periférico - Parque da Encosta do Olival - Percurso dos Alcoutins,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML/DMAEVCE,Lumiar,299.39,0.2993882
148009,0115,Rua Marquês de Fronteira,Rua Marquês de Fronteira,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Avenidas Novas,23.87,0.023872650000000002
148015,0287,Rotunda Nelson Mandela,T04A - Rotunda das Calvanas - Avenida do Brasil,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,Lumiar,202.12,0.20211622
148016,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,24.85,0.02484884
148020,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,23.45,0.02345148
148023,0263,Rua Quinta da Graça,Corredor Verde Oriental - Passagem superior naturalizada sobre a Avenida Gago Coutinho,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMAEVCE; EMEL,Marvila,95.10000000000001,0.09509848
148034,0371,Avenida Marechal Craveiro Lopes,Calvanas,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,431.06,0.43105903
148045,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Belém,902.75,0.90275163
148048,0156,Montado de Monsanto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campolide,207.34,0.20734457
148049,0120,Trilho de Corrida,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,1070.66,1.07066006
148050,0120,Trilho de Corrida,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,303.29,0.30328879000000003
148051,0129,Rua Alexandre Ferreira,Estrada do Desvio,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,309.1,0.30909648
148054,0200,Ponte ciclopedonal sobre a 2ª Circular,,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2015,CML,Carnide,1.94,0.0019370400000000001
148055,0250,Rua Brito Aranha,Bairro Arco Cego,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Areeiro,17.82,0.01782061
148057,0071,Rua Abade Faria,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,445.84000000000003,0.44584417
148058,0071,Rua Abade Faria,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,91.07000000000001,0.09107317000000001
148059,0071,Rua Actriz Virgínia,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,202.41,0.20241059
148060,0071,Rua Barão de Sabrosa,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,505.17,0.50517101
148061,0071,Rua Barão de Sabrosa,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,51.03,0.05102687
148062,0050,Rotunda das Oliveiras,Alameda dos Oceanos Norte,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,185.67000000000002,0.18567335000000001
148068,0524,Passeio dos Heróis do Mar,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,69.60000000000001,0.06959752
148071,0291,Rua Filipe da Mata,Rua Filipe da Mata,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Avenidas Novas,532.67,0.53266571
148074,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campolide,661.27,0.66127164
148075,0203,Ponte ciclopedonal sobre a Av. de Ceuta - Rua Qta do Loureiro,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campo de Ourique,68.59,0.06859328
148077,0272,Avenida de Berlim,Parque Vale de Chelas - Parque das Nações,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML,Olivais,468.03000000000003,0.46802628
148079,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,62.800000000000004,0.06280431
148088,0665,Rua Cardeal Mercier,Rua Cardeal Mercier,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Avenidas Novas,57.94,0.057942930000000004
148095,0039,Rua Fernão Mendes Pinto,Rua Fernão Mendes Pinto,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; CML/DMMC/DIOA,Belém,1023,1.02300153
148096,0402,Via Estruturante de Santa Clara,Via Estruturante e de Coesão de Santa Clara - 1ª Fase - Requalificação da Avenida Glicínia Quartin,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,SRU,Santa Clara,431.99,0.43198692
148101,0481,Eixo Central,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,164.07,0.16406766
148102,0061,Eixo do Paço do Lumiar,Eixo do Paço do Lumiar,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2022,CML/DMAEVCE,Lumiar,1335.05,1.33504511
148103,0055,Rua Actor Epifânio,Corredor Verde Periférico - Ligação Ponte/Vale da Ameixoeira e Praça,Complementar,Zona de Coexistência,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Lumiar,147.47,0.1474669
148105,0047,Avenida do Pacífico,Avenida de Berlim - Fase 1,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,130.51,0.13051037000000001
148111,0216,Ponte da Belavista,,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2012,CML,Areeiro,100.46000000000001,0.10046418
148115,0182,Praça de Espanha,Avenida de Berna,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2023,CML/DMM; CML/DMMC/DIOA,Avenidas Novas,47.64,0.04763509
148116,0182,Avenida de Berna,Avenida de Berna,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2023,CML/DMM; CML/DMMC/DIOA,Avenidas Novas,69.54,0.06954093
148117,0159,Parque da Bela Vista - Parque hortícola de Chelas,Ligação Parque da Bela Vista - Parque hortícola de Chelas,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Marvila,28.25,0.02825286
148118,0529,Praça do Marquês de Pombal,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMU/DEP,Santo António,128.57,0.12856629
148120,0186,Rua Padre António Vieira,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,215.79,0.21579218
148122,0505,Rua 5 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,275.07,0.27507453
148123,0505,Rua 8 do Bairro da Calçada dos Mestres,Bairros 30+Bici - Bairro da Calçada dos Mestres,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,216.29,0.21628988000000002
148131,0160,Parque Florestal de Monsanto - Parque Quinta da Granja,T01 - Parque Florestal de Monsanto - Parque da Quinta da Granja,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML/DMEVAE,Benfica,221.34,0.22134311
148135,0066,Praça de Londres,Praça de Londres,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; EMEL,Areeiro,30.310000000000002,0.03030928
148138,0098,Rua Interior à Alameda da Universidade,,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML,Alvalade,29.23,0.02922826
148144,0524,Passeio dos Heróis do Mar,,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2012,CML,Parque das Nações,715.97,0.7159670100000001
148146,0073,Avenida Almirante Reis,Avenida Almirante Reis - Fase 2,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2022,CML/DMM; CML/DMMC/DIOA,Arroios,1899.91,1.8999081100000001
148154,0683,Praça Baden Powell,Avenida Cidade de Luanda - Fase 2,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,11.57,0.01157292
148155,0182,Avenida de Berna,Avenida de Berna,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2023,CML/DMM; CML/DMMC/DIOA,Avenidas Novas,42.84,0.04283564
148157,0182,Avenida de Berna,Avenida de Berna,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2023,CML/DMM; CML/DMMC/DIOA,Avenidas Novas,51.43,0.05143334
148159,0182,Avenida de Berna,Avenida de Berna,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2023,CML/DMM; CML/DMMC/DIOA,Avenidas Novas,52.38,0.05238083
148165,0093,Avenida Marechal Teixeira Rebelo,Avenida Marechal Teixeira Rebelo,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,Sem dados,CML,Carnide,8.01,0.0080149
148168,0481,Eixo Central,,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,231.09,0.23109391
148173,0006,Avenida Infante Dom Henrique,Avenida Infante Dom Henrique (Terreiro do Paço-Santa Apolónia),Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML; ATL,Santa Maria Maior,859.75,0.85975059
148175,0055,Estrada do Desvio,Corredor Verde Periférico - Ligação Ponte/Vale da Ameixoeira e Praça,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Santa Clara,4.11,0.00411454
148180,0485,Rua Marquês de Olhão,Bairros 30+Bici - Bairro da Madre Deus,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Beato,315.36,0.31536259
148185,0481,Eixo Central,,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,199.66,0.19966139
148187,0630,Terreiro dos Corvos,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,109.07000000000001,0.10907281
148190,0160,Avenida do Colégio Militar,T01 - Parque Florestal de Monsanto - Parque da Quinta da Granja,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Benfica,266.05,0.26604848000000003
148191,0144,Seis Pedreiras,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,3653.02,3.65301524
148198,0524,Passeio dos Heróis do Mar,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,131.19,0.13118649
148203,0286,Praça São Francisco de Assis - Avenida das Nações Unidas,Praça São Francisco de Assis - Avenida das Nações Unidas,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2019,CML/DMM,Carnide,33.78,0.03378173
148205,0225,Rua Marquês de Fronteira,,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2015,CML/DMEVAE,Avenidas Novas,133.63,0.13363482000000002
148206,0041,Passeio do Trancão,Parque Trancão - Ponte Ciclopedonal sobre o Rio Trancão,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2023,CML/DMAEVCE; EMEL,Parque das Nações,106.45,0.10644724
148212,0017,Rua Cidade de Bissau,Rua Cidade de Bissau - Fase 2,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,231,0.23100272
148223,0522,Passeio do Sapal,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,166.59,0.16659113
148225,0673,Avenida Cidade de Praga,ZON - Avenida Cidade de Praga,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Carnide,23.09,0.02309069
148226,0294,Avenida Infante Dom Henrique,T22 - Santa Apolónia - Parque das Nações,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,Beato,1257.65,1.25765248
148227,0522,Passeio do Sapal,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,97.26,0.09725869000000001
148228,0522,Passeio do Sapal,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,86.7,0.08670034
148230,0035,Rua Fernando Pessoa,Rua Alberto de Oliveira,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMM; EMEL,Alvalade,12.02,0.01202447
148236,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,563.47,0.5634739999999999
148237,0073,Avenida Almirante Reis,Avenida Almirante Reis - Fase 2,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2022,CML/DMM; CML/DMMC/DIOA,Arroios,1923.04,1.9230358
148241,0035,Rua Alberto de Oliveira,Rua Alberto de Oliveira,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMM; EMEL,Alvalade,314.63,0.31462868
148242,0048,Avenida dos Combatentes,Avenida dos Combatentes,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,CML/DMM,Alvalade,411.89,0.41189016
148244,0129,Estrada do Desvio,Estrada do Desvio,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Santa Clara,4.84,0.00483571
148245,0129,Estrada do Desvio,Estrada do Desvio,Principal,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMM; EMEL,Santa Clara,489,0.48899924
148246,0129,Estrada do Desvio,Estrada do Desvio,Principal,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,68.92,0.0689215
148249,0278,Praça de Espanha,Praça de Espanha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,Campolide,31.17,0.03116922
148261,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,293.12,0.2931207
148264,0086,Avenida dos Defensores de Chaves,Avenida Defensores de Chaves,Complementar,Faixa Ciclável,Faixa ciclável (separação visual),Provisória,Executado,2019,CML/DMM,Avenidas Novas,710.38,0.71038382
148270,0177,Alameda das Linhas de Torres,Alameda das Linhas de Torres,Principal,Zona de Coexistência,Via banalizada (coexistência),Provisória,Executado,2021,CML/DMM; EMEL,Lumiar,96.9,0.09690087
148271,0177,Campo Grande,Alameda das Linhas de Torres,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Alvalade,52.96,0.05296007
148272,0177,Rua António Stromp,Alameda das Linhas de Torres,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Lumiar,86.29,0.0862926
148274,0161,Parque Oeste,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Santa Clara,338.52,0.33852323
148282,0059,Doca Pesca,Doca de Pedrouços,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Belém,149.29,0.14929099
148288,0260,Rua Quinta da Graça,T05 - Jardim do Campo Grande - Parque Vale de Chelas,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2011,CML/DMEVAE,Marvila,37.04,0.037038800000000004
148289,0090,Cais Português,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,245.24,0.24524274000000001
148290,0156,Montado de Monsanto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,10.59,0.01058978
148291,0120,Trilho de Corrida,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Ajuda,295.22,0.29521892
148297,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2009,CML/DMEVAE,Belém,311.19,0.31119145
148306,0129,Rua Prof. José Pinto Correia,Estrada do Desvio,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,100.35000000000001,0.10035259
148317,0197,Rua da Pimenta,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,295.64,0.29564114
148324,0673,Avenida Cidade de Praga,ZON - Avenida Cidade de Praga,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Carnide,24.79,0.02479157
148325,0037,Rua Fernando Pessoa,Rua Fernando Pessoa,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,112.37,0.11236812
148335,0477,Caminho das Gaivotas,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,186.58,0.18658078
148341,0211,Ponte ciclopedonal sobre a Estação Ferroviária do Braço de Prata,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Marvila,49.370000000000005,0.04936647
148345,0239,Avenida da Igreja,Avenida da Igreja (troço Poente),Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT; CML/DPMO,Alvalade,317.64,0.31764356
148346,0184,Campismo - Chaminés Del Rei,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,612.15,0.61215282
148363,0041,Passeio do Trancão,Parque Trancão - Ponte Ciclopedonal sobre o Rio Trancão,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2023,CML/DMAEVCE; EMEL,Parque das Nações,101.51,0.10151144000000001
148367,0158,Vila Pouca - Bela Vista,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,1744.14,1.74413552
148370,0046,Passeio do Adamastor,Alameda dos Oceanos Sul,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,11.99,0.011994320000000001
148383,0184,Campismo - Chaminés Del Rei,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,415.18,0.41518444
148386,0291,Rua Filipe da Mata,Rua Filipe da Mata,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Avenidas Novas,478.48,0.47848289
148395,0661,Rua do Rio Zêzere,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2016,CML,Carnide,38.43,0.03842964
148401,0164,Alameda da Encarnação,Zona 30 - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Olivais,173.25,0.17325383
148413,0007,Avenida de Pádua,Avenida de Pádua - Fase 1,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,501.52000000000004,0.50152494
148416,0277,Rua Ricardo Jorge,Planalto - Rua Ricardo Jorge,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT; CML/DMPO,Alvalade,169.34,0.16934344
148419,0067,Rua Edison,Rua Edison,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Areeiro,108.5,0.1085012
148420,0524,Passeio dos Heróis do Mar,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,86.92,0.08691675
148431,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,48.25,0.04824727
148437,0524,Passeio dos Heróis do Mar,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,104.4,0.1044009
148438,0215,Ponte ciclopedonal sobre Av do Santo Condestável,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Marvila,134.39000000000001,0.13439297
148440,0046,Alameda dos Oceanos,Alameda dos Oceanos Sul,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,20.11,0.020112500000000002
148444,0066,Avenida Guerra Junqueiro,Praça de Londres,Principal,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM; EMEL,Areeiro,36.86,0.03685545
148447,0683,Rua Contra-Almirante Armando Ferraz,Avenida Cidade de Luanda - Fase 2,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Olivais,237.53,0.23753441
148454,0176,Praça do Tejo,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,21.12,0.02112356
148456,0120,Trilho de Corrida,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,143.03,0.14302647000000002
148465,0127,Avenida Columbano Bordalo Pinheiro,Rua Conde de Almoster,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,São Domingos de Benfica,19.88,0.01987828
